Collection,Code,Description 1 ,Description 2 ,Dimension,Profile,Finish,Description 6,Description 7,Product Name,Format,Format 2,Width,Width in inch,Thickness,Thickness in inch,Grade,Construction,,Tone,Code.1
SUPERFINE,NAUTI003,Cowry Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Super Matt,Brushed ,Woodworks - Superfine,Cowry,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Light,NAUTI003
SUPERFINE,NAUTI003.15m-22,Cowry Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Super Matt,Brushed ,Woodworks - Superfine,Cowry,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Light,NAUTI001.15M-22
SUPERFINE,NAUTI003.15m-26,Cowry Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Super Matt,Brushed ,Woodworks - Superfine,Cowry,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Light,NAUTI001-15M.26
SUPERFINE,NAUTI015,Cyphoma Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Double Fumed, Burnished Hardwax Oil Matt",Brushed ,Woodworks - Superfine,Cyphoma,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Dark,NAUTI015
SUPERFINE,NAUTI029,Delphis Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Matt,Brushed ,Woodworks - Superfine,Delphis,Extra Wide Plank ,Plank,220mm,,20mm,,Superprime,2Ply Engineered,,,NAUTI029
SUPERFINE,NAUTI029.15m-22,Delphis Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Matt,Brushed ,Woodworks - Superfine,Delphis,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,,NAUTI001.15M-22
SUPERFINE,NAUTI029.15m-26,Delphis Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Matt,Brushed ,Woodworks - Superfine,Delphis,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,,NAUTI001-15M.26
SUPERFINE,NAUTI012,Distorsio Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Distorsio,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Dark,NAUTI012
SUPERFINE,NAUTI012.15m-22,Distorsio Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Distorsio,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Dark,NAUTI001.15M-22
SUPERFINE,NAUTI012.15m-26,Distorsio Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Distorsio,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Dark,NAUTI001-15M.26
SUPERFINE,NAUTI017,Japelion Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Double Fumed, Burnished Hardwax Oil Satin",Brushed ,Woodworks - Superfine,Japelion,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Dark,NAUTI017
SUPERFINE,NAUTI019,Jopas Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Double Fumed, Burnished Hardwax Oil Matt",Brushed ,Woodworks - Superfine,Jopas,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Very Dark,NAUTI019
SUPERFINE,NAUTI014,Lyria Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Lyria,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Grey,NAUTI014
SUPERFINE,NAUTI014.15m-22,Lyria Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Lyria,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Grey,NAUTI001.15M-22
SUPERFINE,NAUTI014.15m-26,Lyria Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Lyria,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Grey,NAUTI001-15M.26
SUPERFINE,NAUTI001,Melo Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Melo,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Light,NAUTI001
SUPERFINE,NAUTI001.15m-22,Melo Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Melo,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Light,NAUTI001.15M-22
SUPERFINE,NAUTI001.15m-26,Melo Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Melo,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Light,NAUTI001-15M.26
SUPERFINE,NAUTI021,Natica Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Natica,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Grey,NAUTI021
SUPERFINE,NAUTI021.15m-22,Natica Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Natica,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Grey,NAUTI001.15M-22
SUPERFINE,NAUTI021.15m-26,Natica Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Natica,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Grey,NAUTI001-15M.26
SUPERFINE,NAUTI028,Nerite Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Double Fumed, Naked Skin Lacquer Satin",Brushed ,Woodworks - Superfine,Nerite,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Grey,NAUTI028
SUPERFINE,NAUTI022,Opihi Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Double Fumed, Burnished Hardwax Oil Matt",Brushed ,Woodworks - Superfine,Opihi,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Grey,NAUTI022
SUPERFINE,NAUTI030,Praya Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Matt,Brushed ,Woodworks - Superfine,Praya,Extra Wide Plank ,Plank,220mm,,20mm,,Superprime,2Ply Engineered,,,NAUTI030
SUPERFINE,NAUTI030.15m-22,Praya Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Matt,Brushed ,Woodworks - Superfine,Praya,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,,NAUTI001.15M-22
SUPERFINE,NAUTI030.15m-26,Praya Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Matt,Brushed ,Woodworks - Superfine,Praya,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,,NAUTI001-15M.26
SUPERFINE,NAUTI016,Purpura Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Double Fumed, Burnished Hardwax Oil Matt",Brushed ,Woodworks - Superfine,Purpura,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Dark,NAUTI016
SUPERFINE,NAUTI008,Pyram Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Pyram,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Medium,NAUTI008
SUPERFINE,NAUTI008.15m-22,Pyram Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Pyram,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Medium,NAUTI001.15M-22
SUPERFINE,NAUTI008.15m-26,Pyram Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Pyram,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Medium,NAUTI001-15M.26
SUPERFINE,NAUTI004,Risso Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Risso,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Neutral ,NAUTI004
SUPERFINE,NAUTI004.15m-22,Risso Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Risso,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Neutral ,NAUTI001.15M-22
SUPERFINE,NAUTI004.15m-26,Risso Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Risso,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Neutral ,NAUTI001-15M.26
SUPERFINE,NAUTI005,Simnia Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Simnia,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Neutral ,NAUTI005
SUPERFINE,NAUTI005.15m-22,Simnia Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Simnia,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Neutral ,NAUTI001.15M-22
SUPERFINE,NAUTI005.15m-26,Simnia Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Simnia,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Neutral ,NAUTI001-15M.26
SUPERFINE,NAUTI006,Solarelle Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Super Matt,Brushed ,Woodworks - Superfine,Solarelle,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Light,NAUTI006
SUPERFINE,NAUTI006.15m-22,Solarelle Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Super Matt,Brushed ,Woodworks - Superfine,Solarelle,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Light,NAUTI001.15M-22
SUPERFINE,NAUTI006.15m-26,Solarelle Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Super Matt,Brushed ,Woodworks - Superfine,Solarelle,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Light,NAUTI001-15M.26
SUPERFINE,NAUTI007,Triton Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Triton,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Neutral ,NAUTI007
SUPERFINE,NAUTI007.15m-22,Triton Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Triton,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Neutral ,NAUTI001.15M-22
SUPERFINE,NAUTI007.15m-26,Triton Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Triton,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Neutral ,NAUTI001-15M.26
SUPERFINE,NAUTI010,Tugalia Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Tugalia,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Medium,NAUTI010
SUPERFINE,NAUTI010.15m-22,Tugalia Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Tugalia,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Medium,NAUTI001.15M-22
SUPERFINE,NAUTI010.15m-26,Tugalia Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Tugalia,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Medium,NAUTI001-15M.26
SUPERFINE,NAUTI002,Velutina Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Velutina,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Light,NAUTI002
SUPERFINE,NAUTI002.15m-22,Velutina Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Velutina,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Light,NAUTI001.15M-22
SUPERFINE,NAUTI002.15m-26,Velutina Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Velutina,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Light,NAUTI001-15M.26
SUPERFINE,NAUTI011,Volute Extra Wide Plank,"European Prime Oak, FSC® Mix Credit","220 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Volute,Extra Wide Plank ,Plank,220mm,"8.5""",20mm,"3/4""",Superprime,2Ply Engineered,,Medium,NAUTI011
SUPERFINE,NAUTI011.15m-22,Volute Extra Wide Plank,"European Prime Oak, FSC® 100%","220 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Volute,Extra Wide Plank ,Plank,220mm,"8.5""",15mm,1/2'',Superprime,2Ply Engineered,,Medium,NAUTI001.15M-22
SUPERFINE,NAUTI011.15m-26,Volute Extra Wide Plank,"European Prime Oak, FSC® 100%","260 x 15 x 0.6-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superfine,Volute,Extra Wide Plank ,Plank,260mm,10.25'',15mm,1/2'',Superprime,2Ply Engineered,,Medium,NAUTI001-15M.26
SUPERWIDE,RESBL01,Ebony Oversize Herringbone,"European Nature Oak, FSC® Mix Credit","200 x 20 x 600, 2Ply Engineered","Grooved 3 Sides, Micro Bevel",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Superwide,Ebony,Oversize Herringbone  ,Herringbone,200mm,8'',20mm,"3/4""",Nature ,2Ply Engineered,,Black,RESBL01
SUPERWIDE,RES101,Ebony Super Wide Plank ,"European Nature Oak, 100% PEFC Certified","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Superwide,Ebony,Super Wide Plank,Plank,300mm,12'',20mm,"3/4""",Nature,2Ply Engineered,,Black,RES101
SUPERWIDE,RESBL07,Ecru Oversize Herringbone,"European Nature Oak, FSC® Mix Credit","200 x 20 x 600, 2Ply Engineered","Grooved 3 Sides, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superwide,Ecru,Oversize Herringbone  ,Herringbone,200mm,8'',20mm,"3/4""",Nature ,2Ply Engineered,,White,RESBL07
SUPERWIDE,RES107,Ecru Super Wide Plank ,"European Nature Oak, 100% PEFC Certified","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superwide,Ecru,Super Wide Plank,Plank,300mm,12'',20mm,"3/4""",Nature,2Ply Engineered,,White,RES107
SUPERWIDE,RES009.26,Egret Extra Wide Plank,"Douglas Fir Nature, UKTR Compliant","260 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Super Matt ,Brushed ,Woodworks - Superwide,Egret,Extra Wide Plank ,Plank,260mm,10.25'',20mm,3/4'',Nature ,2Ply Engineered,,,RES009.26
SUPERWIDE,RES009,Egret Super Wide Plank,"Douglas Fir Nature, UKTR Compliant","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Super Matt ,Brushed ,Woodworks - Superwide,Egret,Super Wide Plank ,Plank,300mm,12'',20mm,"3/4""",Nature ,2Ply Engineered,,Light,RES009
SUPERWIDE,RES012.26,Ibis Extra Wide Plank,"Douglas Fir Nature, UKTR Compliant","260 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Extra Bleached,Naked Skin Lacquer Super Matt ",Brushed,Woodworks - Superwide,Ibis,Extra Wide Plank ,Plank,260mm,10.25'',20mm,"3/4""",Nature,2Ply Engineered,,,RES012.26
SUPERWIDE,RESBL02,Linen Oversize Herringbone,"European Nature Oak, FSC® Mix Credit","200 x 20 x 600, 2Ply Engineered","Grooved 3 Sides, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superwide,Linen,Oversize Herringbone  ,Herringbone,200mm,8'',20mm,"3/4""",Nature ,2Ply Engineered,,Neutral,RESBL02
SUPERWIDE,RES102,Linen Super Wide Plank ,"European Nature Oak, 100% PEFC Certified","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Matt,Brushed ,Woodworks - Superwide,Linen,Super Wide Plank,Plank,300mm,12'',20mm,"3/4""",Nature,2Ply Engineered,,Neutral,RES102
SUPERWIDE,RES010.26,Nimbus Extra Wide Plank,"American Select Black Walnut, UKTR Compliant","260 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Super Matt,Smooth ,Woodworks - Superwide,Nimbus,Extra Wide Plank ,Plank,260mm,10.25'',20mm,"3/4""",Select,2Ply Engineered,,,RES010.26
SUPERWIDE,RES010,Nimbus Super Wide Plank,"American Select Black Walnut, UKTR Compliant","280-350 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Super Matt,Smooth ,Woodworks - Superwide,Nimbus,Super Wide Plank,Plank,280-350mm,11 1/32 - 12'',20mm,"3/4""",Select,2Ply Engineered,,,RES010
SUPERWIDE,RESBL03,Pewter Oversize Herringbone,"European Nature Oak, FSC® Mix Credit","200 x 20 x 600, 2Ply Engineered","Grooved 3 Sides, Micro Bevel",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Superwide,Pewter,Oversize Herringbone  ,Herringbone,200mm,8'',20mm,"3/4""",Nature ,2Ply Engineered,,Dark,RESBL03
SUPERWIDE,RES103,Pewter Super Wide Plank ,"European Nature Oak, 100% PEFC Certified","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Burnished Hardwax Oil Satin,Brushed ,Woodworks - Superwide,Pewter,Super Wide Plank,Plank,300mm,12'',20mm,"3/4""",Nature,2Ply Engineered,,Dark,RES103
SUPERWIDE,RESBL05,Sable Oversize Herringbone,"European Nature Oak, FSC® Mix Credit","200 x 20 x 600, 2Ply Engineered","Grooved 3 Sides, Micro Bevel","Double Fumed, Naked Skin Lacquer Satin",Brushed ,Woodworks - Superwide,Sable,Oversize Herringbone  ,Herringbone,200mm,8'',20mm,"3/4""",Nature ,2Ply Engineered,,Dark,RESBL05
SUPERWIDE,RES105,Sable Super Wide Plank ,"European Nature Oak , FSC® 100%","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Double Fumed, Naked Skin Lacquer Satin",Brushed ,Woodworks - Superwide,Sable,Super Wide Plank,Plank,300mm,12'',20mm,"3/4""",Nature,2Ply Engineered,,,RES105
SUPERWIDE,RESBL06,Sand Oversize Herringbone,"European Nature Oak, FSC® Mix Credit","200 x 20 x 600, 2Ply Engineered","Grooved 3 Sides, Micro Bevel",Naked Skin Lacquer Super Matt,Brushed ,Woodworks - Superwide,Sand,Oversize Herringbone  ,Herringbone,200mm,8'',20mm,"3/4""",Nature ,2Ply Engineered,,Neutral ,RESBL06
SUPERWIDE,RES106,Sand Super Wide Plank ,"European Nature Oak, 100% PEFC Certified","300 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel",Naked Skin Lacquer Super Matt,Brushed ,Woodworks - Superwide,Sand,Super Wide Plank,Plank,300mm,12'',20mm,"3/4""",Nature,2Ply Engineered,,Neutral ,RES106
SUPERWIDE,RES011,Stratus Super Wide Plank,"American Select Black Walnut, UKTR Compliant","280-350 x 20 x 0.6-2.40m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Micro Bevel","Bleached,Naked Skin Lacquer Super Matt",Smooth,Woodworks - Superwide,Stratus,Super Wide Plank ,Plank,280-350mm,11 1/32 - 12'',20mm,"3/4""",Select,2Ply Engineered,,,RES011
